    82  6954.6560  6956.5743 14374.8913 ThI        39.070   39.304   39.527   52.139   52.283   52.427
    82  6965.4307  6967.3519 14352.6552 ArI        44.187   44.770   45.442   52.226   52.370   52.514
    82  6989.6553  6991.5830 14302.9125 ThI        56.986   57.311   57.701   52.321   52.465   52.609
    82  6993.0371  6994.9657 14295.9957 ThII       58.973   59.087   59.308   52.321   52.465   52.609
    83  6791.2351  6793.1094 14720.7992 ThI        -0.062    0.180    0.460   50.193   50.337   50.481
    83  6824.6774  6826.5607 14648.6648 ThI        16.002   16.246   16.524   50.991   51.135   51.279
    83  6829.0355  6830.9200 14639.3166 ThI        18.130   18.374   18.664   51.079   51.223   51.367
    83  6851.8840  6853.7747 14590.5001 ArI        29.382   29.683   29.910   51.467   51.611   51.755
    83  6853.5234  6855.4145 14587.0101 ThI        30.360   30.504   30.648   51.490   51.634   51.778
    83  6854.1093  6856.0005 14585.7632 ThI        30.620   30.797   30.925   51.498   51.642   51.786
    83  6863.5350  6865.4288 14565.7326 ArII       35.366   35.547   35.783   51.616   51.760   51.904
    83  6868.4508  6870.3459 14555.3079 ThI        37.823   38.042   38.339   51.670   51.814   51.958
    84  6711.2521  6713.1049 14896.2368 ThI         0.408    0.570    0.807   49.759   49.903   50.047
    84  6713.9700  6715.8235 14890.2066 ThI         1.706    1.879    2.123   49.833   49.977   50.121
    84  6727.4583  6729.3155 14860.3525 ThI         8.178    8.400    8.617   50.178   50.322   50.466
    84  6753.6598  6755.5240 14802.7008 ThI        21.147   21.286   21.469   50.741   50.885   51.029
    84  6758.2035  6760.0689 14792.7486 ThI        23.398   23.555   23.750   50.823   50.967   51.111
    84  6787.7364  6789.6098 14728.3869 ThI        38.352   38.554   38.791   51.233   51.377   51.521
    84  6788.8403  6790.7140 14725.9921 ThI        38.909   39.124   39.436   51.244   51.388   51.532
    84  6791.2351  6793.1094 14720.7992 ThI        40.120   40.362   40.641   51.267   51.411   51.555
    84  6824.6774  6826.5607 14648.6648 ThI        57.778   58.022   58.300   51.435   51.579   51.723
    85  6632.0840  6633.9155 15074.0539 ArI         0.266    0.439    0.694   49.294   49.438   49.582
    85  6638.9119  6640.7452 15058.5509 ThI         3.622    3.768    4.009   49.480   49.624   49.768
    85  6639.7403  6641.5739 15056.6721 ArII        3.962    4.172    4.437   49.502   49.646   49.790
    85  6643.6976  6645.5322 15047.7037 ArII        5.849    6.107    6.418   49.604   49.748   49.892
    85  6644.6635  6646.4984 15045.5163 Th          6.375    6.581    6.844   49.629   49.773   49.917
    85  6658.6774  6660.5160 15013.8517 ThI        13.255   13.490   13.718   49.965   50.109   50.253
    85  6662.2686  6664.1082 15005.7588 ThI        15.010   15.275   15.555   50.044   50.188   50.332
    85  6666.3588  6668.1995 14996.5518 ArII       17.085   17.317   17.572   50.131   50.275   50.419
    85  6673.5797  6675.4223 14980.3256 ThI        20.704   20.941   21.138   50.275   50.419   50.563
    85  6678.7067  6680.5507 14968.8258 ThI        23.297   23.531   23.807   50.370   50.514   50.658
    85  6680.0811  6681.9255 14965.7460 ThI        24.028   24.227   24.468   50.394   50.538   50.682
    85  6683.3673  6685.2126 14958.3874 ThI        25.717   25.896   26.093   50.450   50.594   50.738
    85  6692.7262  6694.5740 14937.4702 ThII       30.483   30.680   30.905   50.595   50.739   50.883
    85  6694.0068  6695.8549 14934.6127 ThI        31.167   31.338   31.466   50.613   50.757   50.901
    85  6694.4967  6696.3450 14933.5198 ThI        31.446   31.590   31.769   50.620   50.764   50.908
    85  6711.2521  6713.1049 14896.2368 ThI        40.123   40.285   40.522   50.816   50.960   51.104
    85  6713.9700  6715.8235 14890.2066 ThI        41.538   41.711   41.954   50.841   50.985   51.129
    85  6727.4583  6729.3155 14860.3525 ThI        48.632   48.855   49.072   50.936   51.080   51.224
    86  6558.8756  6560.6874 15242.3053 ThI         2.162    2.338    2.444   48.940   49.084   49.228
    86  6562.8059  6564.6188 15233.1770 Th          4.134    4.278    4.422   49.047   49.191   49.335
    86  6577.2146  6579.0313 15199.8060 ThI        11.191   11.438   11.572   49.411   49.555   49.699
    86  6577.6562  6579.4731 15198.7855 ThII       11.550   11.659   11.837   49.422   49.566   49.710
    86  6583.9060  6585.7245 15184.3582 ThI        14.554   14.795   14.947   49.566   49.710   49.854
    86  6588.5396  6590.3594 15173.6792 ThI        16.824   17.134   17.404   49.666   49.810   49.954
    86  6596.1130  6597.9348 15156.2576 ArI        20.809   20.979   21.167   49.820   49.964   50.108
    86  6598.6780  6600.5005 15150.3662 ArI        22.061   22.289   22.442   49.869   50.013   50.157
    86  6605.4165  6607.2408 15134.9108 ThII       25.603   25.744   25.966   49.990   50.134   50.278
    86  6617.0580  6618.8854 15108.2839 ThII       31.602   31.769   31.907   50.171   50.315   50.459
    86  6617.5154  6619.3430 15107.2395 ThI        31.877   32.008   32.176   50.178   50.322   50.466
    86  6618.1668  6619.9946 15105.7525 ThI        32.185   32.347   32.549   50.187   50.331   50.475
    86  6619.9458  6621.7740 15101.6933 ThII       33.008   33.275   33.436   50.211   50.355   50.499
    86  6632.0840  6633.9155 15074.0539 ArI        39.482   39.655   39.910   50.352   50.496   50.640
    86  6638.9119  6640.7452 15058.5509 ThI        43.138   43.283   43.525   50.414   50.558   50.702
    86  6639.7403  6641.5739 15056.6721 ArII       43.516   43.725   43.990   50.421   50.565   50.709
    86  6643.6976  6645.5322 15047.7037 ArII       45.585   45.843   46.154   50.450   50.594   50.738
    86  6644.6635  6646.4984 15045.5163 Th         46.154   46.361   46.623   50.457   50.601   50.745
    86  6658.6774  6660.5160 15013.8517 ThI        53.721   53.956   54.184   50.525   50.669   50.813
    86  6662.2686  6664.1082 15005.7588 ThI        55.658   55.923   56.204   50.533   50.677   50.821
    86  6666.3588  6668.1995 14996.5518 ArII       57.943   58.175   58.430   50.539   50.683   50.827
    87  6490.7372  6492.5307 15402.3145 ThI         5.702    5.933    6.118   48.673   48.817   48.961
    87  6493.1975  6494.9917 15396.4786 ThI         6.964    7.167    7.340   48.738   48.882   49.026
    87  6493.7777  6495.5720 15395.1029 Th          7.314    7.458    7.602   48.753   48.897   49.041
    87  6506.9868  6508.7847 15363.8513 ThI        13.942   14.134   14.329   49.076   49.220   49.364
    87  6512.3639  6514.1632 15351.1659 ThI        16.688   16.876   17.069   49.196   49.340   49.484
    87  6522.0432  6523.8452 15328.3834 ThI        21.674   21.852   21.973   49.395   49.539   49.683
    87  6536.1441  6537.9498 15295.3147 Th         29.062   29.188   29.355   49.641   49.785   49.929
    87  6545.7186  6547.5269 15272.9423 ThI        34.105   34.230   34.346   49.778   49.922   50.066
    87  6558.8756  6560.6874 15242.3053 ThI        41.069   41.245   41.350   49.926   50.070   50.214
    87  6562.8059  6564.6188 15233.1770 Th         43.217   43.361   43.505   49.961   50.105   50.249
    87  6577.2146  6579.0313 15199.8060 ThI        50.961   51.207   51.342   50.053   50.197   50.341
    87  6577.6562  6579.4731 15198.7855 ThII       51.341   51.450   51.628   50.055   50.199   50.343
    87  6583.9060  6585.7245 15184.3582 ThI        54.659   54.900   55.052   50.076   50.220   50.364
    87  6588.5396  6590.3594 15173.6792 ThI        57.165   57.475   57.746   50.085   50.229   50.373
    88  6416.3064  6418.0799 15580.9839 ArI         5.300    5.564    5.898   48.188   48.332   48.476
    88  6439.0715  6440.8511 15525.8984 ThI        17.071   17.215   17.359   48.747   48.891   49.035
    88  6446.7712  6448.5529 15507.3551 ThI        21.019   21.217   21.477   48.909   49.053   49.197
    88  6452.0591  6453.8422 15494.6460 ThI        23.857   23.984   24.185   49.011   49.155   49.299
    88  6455.2647  6457.0487 15486.9516 ThI        25.559   25.669   25.893   49.069   49.213   49.357
    88  6460.4750  6462.2603 15474.4617 ThI        28.281   28.419   28.562   49.158   49.302   49.446
    88  6471.2131  6473.0014 15448.7839 ThII       33.980   34.134   34.303   49.317   49.461   49.605
    88  6490.7372  6492.5307 15402.3145 ThI        44.469   44.700   44.885   49.523   49.667   49.811
    88  6493.1975  6494.9917 15396.4786 ThI        45.847   46.049   46.222   49.541   49.685   49.829
    88  6493.7777  6495.5720 15395.1029 Th         46.224   46.368   46.512   49.546   49.690   49.834
